question,token_count,length_category
"For Fact1: Matt congratulated Tara on her surf competition invitation. and Fact2: Matt finds playing guitar therapeutic., which one happened earlier?  
A. Fact 1 happened earlier.  
B. Fact 2 happened earlier.  
C. They happen at almost the same time.",29727,16k-32k
"What was the duration between Jack helping hotel workers hit by the pandemic by organizing events and asking for donations and feeling overwhelmed and drained after the incident? (Please answer using natural time expressions that combine appropriate units based on duration length, e.g. ""2 months 4 days"" for 64 days or ""64 days"" for shorter spans)",26028,16k-32k
"What notable creative or personal endeavors did Alice engage in between August 21, 2022, at 06:10 and August 27, 2022?
A. Alice shared an image of a woman with a flower in her hair.
B. Alice finds peace and joy in watching sunsets.
C. Alice finished recording a song last Friday.
D. Alice wrapped up a fusion music recording",20573,16k-32k
"What significant activities or discussions were James and Samantha involved in between August 19, 2023, and August 23, 2023, if James visited the wildlife refuge on August 25, 2023?
A.James spent time with Whiskers last week.
B.James made vegan treats for Whiskers last week.
C.James visited a wildlife refuge last week.
D.James attended a vegan cooking class last week",19307,16k-32k
"How much time passed from Alex expressing appreciation for Kelly's support to advising balancing personal space and quality time in relationships? (Please answer using natural time expressions that combine appropriate units based on duration length, e.g. ""2 months 4 days"" for 64 days or ""64 days"" for shorter spans)",25164,16k-32k
What time did Calvin take a photo of Tokyo's night skyline?,35602,32k-64k
"For Fact1: Phil took a photograph of a group of people standing on top of a mountain. and Fact2: Phil's daughter had a fever last week., which one happened earlier?  
A. Fact 1 happened earlier.  
B. Fact 2 happened earlier.  
C. They happen at almost the same time.",25103,16k-32k
"Which of the following are time expressions mentioned in the context? (Note: There may be one or more correct options. And the time expressions are mentioned directly or indirectly in the context.)
A. October 12, 2023
B. January 25, 2023
C. 2024
D. May 25, 2023",36747,32k-64k
"What significant personal events or activities did Ned experience or participate in between October 2, 2022, and October 9, 2022, if Ned bought a new car for $20,000 on October 5, 2022?
A.Ned spent the weekend hiking with his dog and family.  
B.Ned celebrated his wedding anniversary.
C.Ned bought a new car for $20,000.
D.Ned bought kitchen gadgets",24255,16k-32k
"If Roy did not win an arm wrestling competition on July 22, 2023, what notable personal achievements or creative endeavors did Roy pursue between July 14, 2023, at 10:07 AM and July 22, 2023, at 8:05 AM?
A.Roy began teaching map-making workshops.
B.Roy made a map of a mountainous area.  
C.Roy took a photograph of a mountain scene during a hike.  
D.There is no answer",25300,16k-32k
"For Fact1: John’s team has seen growth in communication and bonding. and Fact2: John uses an app for language learning., which one happened earlier?  
A. Fact 1 happened earlier.  
B. Fact 2 happened earlier.  
C. They happen at almost the same time.",39823,32k-64k
"At the same time as Ellen finds yoga helpful for her body and mind, what is Jack describing in his game development efforts?
A.Jack describes ""Cosmic Quest"" as an open-world game about space exploration.
B.Jack describes the remastered ""Ocarina of Time"" as a classic adventure game.  
C.Jack describes ""Galactic Wars"" as a multiplayer online battle arena.
D.Jack describes ""Far Cry 5"" as a survival game set in a rural landscap",26028,16k-32k
"What insights or plans did Kevin share regarding health and leisure activities between 13:17:36 and 13:21:23 on December 30, 2023, if he recommended prolonged sun exposure during that time?
A.Kevin planned a waterpark visit for leisure.  
B.There is no answer.
C.Kevin recommended 30 minutes of daily sunbathing.
D.Kevin discussed sunlight benefits but advised cauti",38789,32k-64k
"How much time passed from Jolene is having a hard time dealing with her Engineering assignments to Deborah shared a photo of a living room with a couch and a fireplace? (Please answer using natural time expressions that combine appropriate units based on duration length, e.g. ""2 months 4 days"" for 64 days or ""64 days"" for shorter spans)",36747,32k-64k
"What significant events or decisions involving John occurred between May 11, 2022, and July 22, 2022, if John joined the refrigerated box truck team on July 15, 2022?
A.John purchased a new truck.
B.John asked for easy trail tips.
C.John got a raise at work.
D.John found a mechanic through a forum",23397,16k-32k
"What notable activities or interests did Paola engage in or pursue between 01:06:12 and 02:15:13 on January 17, 2024, if she did not recommend Olympic National Park, Multnomah Falls, Pike Place Market, or Portland for a trip to the Pacific Northwest?
A.Paola attended a classical music concert.
B.There is no answer.
C.Paola had a surprise quiz in math class.  
D.Paola advised packing gear for national parks",41192,32k-64k
"How long was it from John owning a bookshelf filled with books and a guitar to recommending studying opening moves and strategies, learning from experienced players, and analyzing past games to improve in chess? (Please answer using natural time expressions that combine appropriate units based on duration length, e.g. ""2 months 4 days"" for 64 days or ""64 days"" for shorter spans)",37660,32k-64k
"Which of the following two durations is longer? *Duration 1:* Between Audrey owns four dogs. and Andrew hiked with friends. *Duration 2:* Between Andrew is a newbie to rock climbing. and Audrey’s oldest pet is relaxed.
A. Duration 1 is longer.
B. Duration 2 is longer.
C. The two durations are approximately the same length.",39124,32k-64k
When was Andrew reminded of Audrey’s earlier mention of missing nature?,39124,32k-64k
"Which of the following are time expressions mentioned in the context? (Note: There may be one or more correct options. And the time expressions are mentioned directly or indirectly in the context.)
A. 2020
B. May 15, 2022
C. September 6, 2022
D. July, 2022",20573,16k-32k
"What was Akib's third activity during his winter fishing trip on January 15?
A.Building a fire to stay warm.
B.Using fresh bait to attract large fish.  
C.Using a GoPro to capture underwater footage.
D.Observing vibrant reefs despite inactive beac",69646,64k-128k
"Which of the following are time expressions mentioned in the context? (Note: There may be one or more correct options. And the time expressions are mentioned directly or indirectly in the context.)
A. April 10, 2020
B. March 10, 2020
C. 2018
D. April 27, 2020",12760,8k-16k
"What was Doug's most recent activity before he mentioned the movie ""Easy Rider.""?  
A.Doug watched old movies and felt nostalgia for his hippie days.
B.Doug attended a classical music concert and reminisced about his youth.  
C.Doug painted a countryside landscape and reflected on his artistic growth.
D.Doug found classical music albums and felt inspired by their compositions",39334,32k-64k
"Which of the following are time expressions mentioned in the context? (Note: There may be one or more correct options. And the time expressions are mentioned directly or indirectly in the context.)
A. March 24, 2020
B. 1980
C. April 15, 2020
D. February 3, 2020",5231,0k-8k
"Which of the following are time expressions mentioned in the context? (Note: There may be one or more correct options. And the time expressions are mentioned directly or indirectly in the context.)
A. 2011
B. September 30, 2022
C. March 15, 2023
D. October 15, 2022",24255,16k-32k
"Which of the following are time expressions mentioned in the context? (Note: There may be one or more correct options. And the time expressions are mentioned directly or indirectly in the context.)
A. March 10, 2023
B. May 10, 2023
C. May 12, 2023
D. 2021",21052,16k-32k
"What was the third activity Jeff engaged in related to drumming after purchasing his drum set in February 2022?
A.Learning to play the drums.  
B.Attending a drum circle recently.  
C.Having a jam session with friends.
D.Performing at a local music venu",27287,16k-32k
"Which of the following two durations is longer? *Duration 1:* Between Nate’s turtles have different personalities, with one being more adventurous and the other more reserved. and Joanna lost all her work due to the laptop crash. *Duration 2:* Between Joanna joined a writers group. and Joanna finished a presentation for producers.
A. Duration 1 is longer.
B. Duration 2 is longer.
C. The two durations are approximately the same length.",34684,32k-64k
"What was Nebraas's most recent educational activity before 9:53 pm, January 10, 2024?  
A.Nebraas is in college.
B.Nebraas is studying to become a doctor.  
C.Nebraas is in high school.
D.Nebraas works in a bubble tea shop",92853,64k-128k
"Which of the following two durations is longer? *Duration 1:* Between Sara listened to ""Octavarium"" by Dream Theater. and Sara has started using nutritional yeast in her cooking. *Duration 2:* Between Paul took a photo of the stage at the Dream Theater concert. and Paul forgot to buy flour last week.
A. Duration 1 is longer.
B. Duration 2 is longer.
C. The two durations are approximately the same length.",23264,16k-32k
"What notable activities or interests did Doug pursue between November 11, 2022, at 14:41 and December 11, 2022, at 09:29?
A. Doug shared a photo of a green car parked on a brick road.
B. Doug started playing guitar at age 16.
C. Doug went shopping for clothes and car posters.
D. Doug owns a stereo system with a record player",39334,32k-64k
"Which of the following two durations is longer? *Duration 1:* Between Caroline feels accepted and has gained courage to embrace herself. and Caroline attended an LGBTQ+ counseling workshop last Friday. *Duration 2:* Between Caroline admired the photo of Melanie and her child on a trail. and Caroline shared her struggles and growth since coming out.
A. Duration 1 is longer.
B. Duration 2 is longer.
C. The two durations are approximately the same length.",26398,16k-32k
"During Fahim Khan’s big book challenge to finish 52 books of 500+ pages in a year, what did Muhhamed do to reignite his reading habit after a long slump?
A.Muhhamed picked up ""11/22/63"" to get back into reading after a long slump.  
B.Muhhamed started a book club to reignite his reading habit after a long slump.
C.Muhhamed picked up ""A Little Life"" to get back into reading after a long slump.
D.Muhhamed began reading ""Vinland Saga"" to reignite his reading habit after a slump",52354,32k-64k
"For Fact1: John made an apple pie for his kids. and Fact2: Maria takes notes about local politics in her notebook., which one happened earlier?  
A. Fact 1 happened earlier.  
B. Fact 2 happened earlier.  
C. They happen at almost the same time.",39257,32k-64k
"While Jeff supports reducing waste, recycling, and environmental conservation, what collaborative initiative is Megan’s non-profit engaged in with local organizations?
A.Megan’s non-profit partners with local organizations on clean-up drives.
B.Megan’s non-profit collaborates with schools on environmental education programs.  
C.Megan’s non-profit organizes tree-planting campaigns with local groups.
D.Megan’s non-profit partners with local organizations on recycling workshops",27287,16k-32k
"What notable observations or experiences did Akib have between 03:02:07 and 03:05:03 on January 11, 2024?
A. Akib considers bananas better for health than mangos due to less sugar and higher potassium.
B. Akib mentions not purchasing the DLC for Pokémon Scarlet and Violet.
C. Akib went to bed late and felt sluggish.
D. Akib feels pain when scratching his ear",69646,64k-128k
"For Fact1: Molly recently visited Zion National Park. and Fact2: Molly sold some of her artwork at a show., which one happened earlier?  
A. Fact 1 happened earlier.  
B. Fact 2 happened earlier.  
C. They happen at almost the same time.",22660,16k-32k
"Which of the following two durations is longer? *Duration 1:* Between Liam is practicing and hustling for more gigs. and Liam is working on promoting the EP and growing the band's fanbase. *Duration 2:* Between John noticed Liam’s red scarf. and Liam's new apartment is closer to his band's rehearsal studio.
A. Duration 1 is longer.
B. Duration 2 is longer.
C. The two durations are approximately the same length.",12889,8k-16k
"What recommendations did Kylie make to Tiffany between April 8, 2022, at 12:41 PM and April 17, 2022, at 12:48 PM?
A. Kylie sets boundaries to balance her duties and personal time.
B. Kylie suggested Tiffany take art classes.
C. Kylie finds it hard to stay on top of her responsibilities and tasks.
D. Kylie suggested Tiffany seek guidance from a career counselor",40676,32k-64k
"If George Wells ran the seminar on environmental sustainability solutions on May 17, 2020, what notable events or activities was George Wells involved in between May 10, 2020 and May 16, 2020?
A.George Wells ran a seminar on environmental sustainability solutions.  
B.There is no answer.
C.George Wells organized a community tree-planting event.
D.George Wells volunteered at a beach cleanup for environmental conservati",12555,8k-16k
"What has Gina combined in her store in just 12 days before 2:35 pm, March 16, 2023? 
A.Gina combines her love for dance and fashion in her store.
B.Gina combines local art and fashion in her store.  
C.Gina combines dance and business in her store.  
D.Gina combines vintage and modern fashion in her stor",21052,16k-32k
"For Fact1: Rosalva Gischer has a photograph of a wall with origami hanging on it. and Fact2: Audrey Marn recommends Pine Ridge Trail in the national park for hiking., which one happened earlier?  
A. Fact 1 happened earlier.  
B. Fact 2 happened earlier.  
C. They happen at almost the same time.",12394,8k-16k
"For Fact1: Emi mentioned hair tips discussed the previous day. and Fact2: Emi advised Elise to stay hydrated, wear comfortable clothing, avoid heavy meals before class, and listen to her body., which one happened earlier?  
A. Fact 1 happened earlier.  
B. Fact 2 happened earlier.  
C. They happen at almost the same time.",40919,32k-64k
"How long was it from Dave working on a car project to having a garage with a car and a Coca-Cola sign? (Please answer using natural time expressions that combine appropriate units based on duration length, e.g. ""2 months 4 days"" for 64 days or ""64 days"" for shorter spans)",35602,32k-64k
"What was the third health issue Nicolas encountered in January 2024?
A.Suffering from food poisoning.  
B.Experiencing severe COVID symptoms.  
C.Breaking his arm.
D.Having his stomach pumped",85757,64k-128k
"Which of the following are time expressions mentioned in the context? (Note: There may be one or more correct options. And the time expressions are mentioned directly or indirectly in the context.)
A. October 4, 2021
B. December 12, 2021
C. October 25, 2022
D. 2021",39334,32k-64k
"What unique or noteworthy activities did Joan engage in between July 11, 2022, and July 21, 2022, if Joan participated in a beach clean-up on July 15, 2022?
A.Joan is baking a rainbow smoothie.  
B.Joan is allergic to dairy.
C.Joan is allergic to seafood.
D.Joan is volunteering twice a week",17621,16k-32k
When did Sara listen to Dream Theater?,23264,16k-32k
"How long was it between Mia going to the beach over the weekend and Angela attending lectures about the value of science research? (Please answer using natural time expressions that combine appropriate units based on duration length, e.g. ""2 months 4 days"" for 64 days or ""64 days"" for shorter spans)",25513,16k-32k
"How long was it from Phil's father being hospitalized last Friday to Cheryl's mom doing better and getting stronger? (Please answer using natural time expressions that combine appropriate units based on duration length, e.g. ""2 months 4 days"" for 64 days or ""64 days"" for shorter spans)",25103,16k-32k
"What was Sam's most recent activity before 7:52 pm, August 07, 2023?  
A.Sam is reducing soda and candy intake.  
B.Sam had a recent check-up with his doctor.  
C.Sam is working on health and getting active.
D.Sam began attending yoga classes",29268,16k-32k
"What notable events or interactions involving Cheryl occurred between February 3, 2023, and March 3, 2023?
A. Phil asked about Cheryl’s ankle injury.
B. Cheryl took a photograph of a person standing in front of a waterfall.
C. Cheryl shared a photograph of a thank-you card with a vase of flowers on it.
D. Cheryl’s mom had surgery",25103,16k-32k
"Which of the following two durations is longer? *Duration 1:* Between Mia treasures a collage of her and her partners. and Angela's brother got sick with a cold last year. *Duration 2:* Between Mia completed a 5k charity walk in a bit over two hours. and Mia shared a photography of a campfire with a tent in the background from a camping trip last month.
A. Duration 1 is longer.
B. Duration 2 is longer.
C. The two durations are approximately the same length.",25513,16k-32k
"What was the time interval between Andrew sharing a story about Toby chasing a squirrel at the dog park and Andrew contacting landlords and checking neighborhoods for housing? (Please answer using natural time expressions that combine appropriate units based on duration length, e.g. ""2 months 4 days"" for 64 days or ""64 days"" for shorter spans)",39124,32k-64k
"What was the third business-related activity Jon pursued after losing his banking job in early 2023?
A.Teaming up with a local artist for designs.  
B.Focusing on floor quality and size for his dance studio.
C.Searching for a place to open a dance studio.  
D.Applying for a small business gr",21052,16k-32k
"How much time passed from Vanessa asking where Nicolas found the cat to mentioning Gordon Ramsay’s grilled cheese was not grilled? (Please answer using natural time expressions that combine appropriate units based on duration length, e.g. ""2 months 4 days"" for 64 days or ""64 days"" for shorter spans)",85757,64k-128k
"What personal gestures or activities did Cheryl engage in between May 4, 2023, at 05:26:00 and May 5, 2023, at 05:01:00?
A. Cheryl teaches gardening to her neighbor's kid.
B. Cheryl sent her best friend from childhood a bouquet of pink roses.
C. Cheryl is wearing an ankle brace for support.
D. Cheryl shared a photograph of a thank-you card with a vase of flowers on i",25103,16k-32k
"What notable interactions or statements did Nicolas make between 2024-01-14 01:16:38 and 2024-01-14 01:19:53?
A. Nicolas asked if she would forgive him.
B. Nicolas takes melatonin 2 hours prior to bed.
C. Nicolas jokingly accused Nebraas of being hired by Big Cereal.
D. Nicolas mentioned he couldn’t back out due to commitm",92853,64k-128k
"While Megan and her kids were hunting for seashells at the beach, what outdoor activity was Diana participating in by the lake?
A.Diana went kayaking with her friends by the lake.
B.Diana went fishing with her family by the lake.
C.Diana went hiking with her friends by the lake.  
D.Diana went paddleboarding with her friends by the lak",19803,16k-32k
"Which of the following two durations is longer? *Duration 1:* Between Steven visited The Diner on Main Street last week. and John watched the new Fast and Furious movie. *Duration 2:* Between Steven has a drawer full of tools. and John went fishing with a group and caught 6 fish.
A. Duration 1 is longer.
B. Duration 2 is longer.
C. The two durations are approximately the same length.",15115,8k-16k
"What was the time interval between Gina having an interview for a design internship and combining her love for dance and fashion in her store? (Please answer using natural time expressions that combine appropriate units based on duration length, e.g. ""2 months 4 days"" for 64 days or ""64 days"" for shorter spans)",21052,16k-32k
"While Amy is training for a race, what is Emily doing at the flea market?
A.Looking for running club gear.  
B.Buying a new running backpack.  
C.Browsing vintage hiking boots.
D.Eying a black and white baseball cap",17666,16k-32k
"What has John supported in just 14 years after 8:07 pm, December 17, 2022?
A.John supports truck drivers' rights advocacy.  
B.John supports the New York Yankees baseball team.
C.John supports the city council's new policies.  
D.John supports the Atlanta Braves baseball team",23397,16k-32k
"What aspects of Kylie’s personal life and routines were highlighted between August 17, 2022, and September 4, 2022?
A. Kylie expressed gratitude for Tiffany’s friendship.
B. Kylie runs for 30 minutes three times a week.
C. Kylie is responsible for rent and cleaning.
D. Kylie's primary self-care remedy is running",40676,32k-64k
"Which of the following two durations is longer? *Duration 1:* Between Jeff had a jam session with friends the night before April 20, 2022. and Jeff was diagnosed with diabetes 5 years ago. *Duration 2:* Between Jeff got into photography in March 2022. and Jeff acquired two other dogs named Bailey and Luna.
A. Duration 1 is longer.
B. Duration 2 is longer.
C. The two durations are approximately the same length.",27287,16k-32k
When did Audrey believe her dogs are quick learners and love rewards?,39124,32k-64k
"During the time Megan was at the library with her kids, what personal collection does Diana maintain?
A.Diana has a collection of vintage scarves.
B.Diana has a collection of survival kits.  
C.Diana has a collection of books.
D.Diana has a collection of pumpkins",19803,16k-32k
"What was the third basketball-related activity Matt engaged in after joining the team?
A.Participating in a basketball tournament last Saturday.  
B.Playing basketball with his team.  
C.Practicing free throws every morning.
D.Playing basketball with his friends",29727,16k-32k
"What was the third activity Michelle Mateo engaged in after beginning her Masters in Psychology?
A.Attending a VR session for her psychology studies.  
B.Attending a psychology conference.
C.Giving a presentation at a psychology conference.  
D.Volunteering at a community outreach program",5231,0k-8k
"What was John's most recent activity after John attends car shows and events to meet other car lovers?  
A.John visited a motorcycle showroom.
B.John watched the new Fast and Furious movie.  
C.John purchased a red scarf at the market.
D.John attended a car show in Milwauk",15115,8k-16k
"What significant personal and professional endeavors was India Brown engaged in between March 18, 2020, and March 24, 2020, if she began teaching art at the orphanage in Cambodia on March 15, 2020?
A.India Brown is learning Italian and German in Europe.  
B.India Brown is teaching art at an orphanage in Cambodia.
C.India Brown is exhibiting her artwork at a local gallery.
D.India Brown is providing travel tips for Thailand, Italy, and Australi",11593,8k-16k
What time did Emi mention that some 'Suits' characters were together at the Golden Globes?,40919,32k-64k
"Which of the following two durations is longer? *Duration 1:* Between Evan shared news of his marriage with his extended family. and Evan apologized for the incident and the person was understanding. *Duration 2:* Between Sam is getting into a healthier lifestyle. and Evan shared an image of a painting of a person on a cliff.
A. Duration 1 is longer.
B. Duration 2 is longer.
C. The two durations are approximately the same length.",29268,16k-32k
"What was the third new cooking practice Sara adopted after switching to a vegetarian diet?
A.Experimenting with cauliflower pizza.  
B.Starting to make quinoa salads.  
C.Starting to use nutritional yeast.
D.Switching to vegan chees",23264,16k-32k
"What was the second Radiohead concert Carol attended?
A.Attending a Radiohead concert in 2016.
B.Attending a Radiohead concert last summer.
C.Attending a Radiohead concert ten years ago.  
D.Attending a Radiohead concert with friends and neighbors in Augus",25300,16k-32k
When did Kelly have a great day with her sister?,25164,16k-32k
"For Fact1: Paul attended a Dream Theater concert in March 2023. and Fact2: Sara shared an image of a plate of tacos with a hand holding a lime., which one happened earlier?  
A. Fact 1 happened earlier.  
B. Fact 2 happened earlier.  
C. They happen at almost the same time.",23264,16k-32k
"What notable activities or interests did Kevin engage in or discuss between 21:34:15 and 21:40:30 on January 14, 2024, if Kevin became a dedicated supporter of the Lions on January 14, 2024, at 9:41:30 pm?
A.Kevin shared an image of a steak dinner with mashed potatoes.
B.Kevin shared an image of a protein shake, fruit, and a granola bar.  
C.Kevin shared an image of a friend’s birthday celebration with macarons.  
D.Kevin shared an image of a meal with salmon, vegetables, and a salad",40099,32k-64k
"For Fact1: Roy is working on new pieces for the upcoming art show. and Fact2: Roy believes expressing oneself through art helps in connecting with oneself and others., which one happened earlier?  
A. Fact 1 happened earlier.  
B. Fact 2 happened earlier.  
C. They happen at almost the same time.",25300,16k-32k
"At the same time as Megan works at a non-profit, what is Jeff doing to relax?
A.Jeff plays drums to relax.  
B.Jeff paints sunsets to relax.  
C.Jeff practices yoga to relax.
D.Jeff takes hot baths with essential oils to relax",27287,16k-32k
"What activities did Megan engage in between February 18, 2022, at 10:22 AM and February 22, 2022, at 6:19 AM, if she saved a stray dog named Lucy on February 21, 2022?
A.Megan adopted a corgi named Layla.
B.Megan organized a charity event for kids.  
C.Megan saved a stray dog named Lucy.
D.Megan practiced yoga to find z",27287,16k-32k
"What was the third event Dave participated in after restoring a classic car in 2022?
A.Attended a music festival in Boston.
B.Competed in a car race event.
C.Opened a car maintenance shop.  
D.Teamed up with a local garag",35602,32k-64k
"For Fact1: Kevin notes the contrast between Elise’s natural brunette hair and her blonde hair. and Fact2: Kevin expressed appreciation for Elise's recommendation of a peppermint latte., which one happened earlier?  
A. Fact 1 happened earlier.  
B. Fact 2 happened earlier.  
C. They happen at almost the same time.",38789,32k-64k
"What notable activities or interests did Megan engage in or express between June 14, 2022, at 08:29:00 and June 18, 2022, at 15:34:00?
A. Megan shares an image of two people riding horses through a forest.
B. Megan’s non-profit partners with local organizations on clean-up drives.
C. Megan finds nature calming and joyful.
D. Megan works at a non-profi",27287,16k-32k
"For Fact1: Megan's father has a notebook with drum notations. and Fact2: Jeff acquired two other dogs named Bailey and Luna., which one happened earlier?  
A. Fact 1 happened earlier.  
B. Fact 2 happened earlier.  
C. They happen at almost the same time.",27287,16k-32k
"Which of the following two durations is longer? *Duration 1:* Between Kevin tried yoga poses recommended by Paola, including downward dog, tree pose, and sun salutation sequence. and Kevin mentioned a rooftop lounge in Salt Lake City with a city skyline. *Duration 2:* Between Paola does not have personal experience with specific hiking spots. and Kevin made food with his mom a week ago.
A. Duration 1 is longer.
B. Duration 2 is longer.
C. The two durations are approximately the same length.",40099,32k-64k
When did Joan adopt two rescue cats named Midnight and Luna?,17621,16k-32k
"What was the third academic-related activity Paola engaged in after finishing school on January 9th?
A.Completing a law school assignment.  
B.Drafting a property sale agreement.  
C.Researching case studies in contract law.
D.Writing a contract for a house deal",40099,32k-64k
"What notable activities or changes did Ellen engage in or experience regarding her home and personal interests between July 12, 2023, at 05:00:00 and July 15, 2023, at 10:03:00?
A. Ellen is keeping a positive attitude during her recovery.
B. Ellen added a doll with a hat and a blue dress to her collection.
C. Ellen displays her dolls and antique items in her house.
D. Ellen has a living room with a couch and a bookshel",26028,16k-32k
"While Megan finds riding horses a way to escape stress and connect with nature, what therapeutic activity is Jeff engaged in to manage his emotions?
A.Jeff finds practicing yoga therapeutic and uses it to process emotions.
B.Jeff finds walking his dogs therapeutic and uses it to process emotions.  
C.Jeff finds drumming therapeutic and uses it to process emotions.
D.Jeff finds painting sunsets therapeutic and uses it to process emotions",27287,16k-32k
When did James prepare an omelette and meringue at the cooking class?,37660,32k-64k
"During the time when Matt’s cat Mater was sick last Friday, what culinary activity was Tara engaged in?
A.Tara cooked a chicken stir-fry with veggies.
B.Tara tried a veggie stir-fry recipe.
C.Tara baked a chocolate cake.
D.Tara made a cauliflower crust pizz",29727,16k-32k
"What significant events or activities did Rosalva Gischer participate in between March 10, 2020, and April 5, 2020?
A. Rosalva Gischer started her freshman year at university studying computer science.
B. Rosalva Gischer spent 30 minutes making an origami crane.
C. Rosalva Gischer attended a tech conference.
D. Rosalva Gischer attended a tech expo last week",12394,8k-16k
"Which of the following two durations is longer? *Duration 1:* Between Kelly treasures moments spent with family. and Kelly went shopping with her sister. *Duration 2:* Between Kelly suggested Bananagrams as a new game to try. and Kelly’s bedroom has light blue walls.
A. Duration 1 is longer.
B. Duration 2 is longer.
C. The two durations are approximately the same length.",25164,16k-32k
"What interactions or interests did John engage in or pursue between July 24, 2022, and September 18, 2022?
A. John attends car shows and events to meet other car lovers.
B. John is thinking about customizing his car with blue paint and decals.
C. John watched the season finale of ""Game of Thrones"" and ate mac and cheese he cooked.
D. Steven asked John for tips on buying a Harley",15115,8k-16k
"What were some of the notable activities and preparations Diana was involved in between July 16, 2022, and August 4, 2022?
A. Megan will look up kayaking spots and get back to Diana.
B. Diana has a survival kit.
C. Diana volunteered for a community cleanup day last weekend.
D. Diana attended a comedy show with friends last week",19803,16k-32k
"What has Nicolas experienced in just 22 years before 11:49 pm, January 09, 2024?
A.Nicolas feels confident during interviews due to his skincare routine.  
B.Nicolas finds recorded video interviews annoying despite completing them.  
C.Nicolas avoids interviews by focusing on his culinary career.
D.Nicolas feels anxious during interviews despite taking anxiety medicati",85757,64k-128k
"What has Rosalva Gischer acquired in just 7 months before 12:00 am, April 09, 2020?  
A.Rosalva Gischer acquired a homemade chocolate cake recently.  
B.Rosalva Gischer acquired a vintage record player recently.
C.Rosalva Gischer acquired an old classic novel recently.  
D.Rosalva Gischer acquired a vintage console recently",12394,8k-16k
When did Steven drive his motorcycle to a friend’s house two days ago?,15115,8k-16k
"For Fact1: Charlie went on vacation to Juparana lake. and Fact2: Charlie is working on restoring a '67 Impala., which one happened earlier?  
A. Fact 1 happened earlier.  
B. Fact 2 happened earlier.  
C. They happen at almost the same time.",39334,32k-64k
